Date,Soil_Temperature (°C),Soil_Moisture (%),Air_Temperature (°C),Air_Humidity (%),Paddy_Growth_Stage,Recommended_Fertilizer,Quantity_kg_per_acre,Purpose,Sustainability_Note,Predicted_Yield_ton_per_ha,Cost_LKR_per_ha
2025-03-27,22.5,34.7,30.3,86.2,Seedling,Urea,23.8,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.17,2856.0
2025-08-02,26.8,60.5,27.9,83.1,Tillering,Compost Tea,18.2,Enhances microbial activity,Ensure soil testing before application.,10.2,1456.0
2025-07-23,22.6,56.0,35.7,68.1,Panicle Initiation,Seaweed Extract,9.7,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,9.39,2425.0
2025-02-09,24.7,58.2,28.2,66.5,Tillering,Urea,34.2,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,9.85,4104.0
2025-05-14,26.8,60.7,30.7,85.1,Tillering,MOP,18.2,Potassium for stem and disease resistance,Use split application to reduce leaching.,10.29,2366.0
2025-10-28,33.8,43.2,32.1,81.6,Flowering,Copper Sulphate,6.7,Micronutrient for enzyme activation,Avoid chemical overuse; combine with compost.,9.54,2680.0
2025-05-09,25.0,48.7,26.0,69.6,Flowering,Boron,5.7,Micronutrient for flower formation,Avoid chemical overuse; combine with compost.,8.95,2850.0
2025-07-29,30.5,63.6,33.1,84.3,Panicle Initiation,Urea,18.5,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,10.58,2220.0
2025-04-28,33.8,37.9,33.4,68.6,Panicle Initiation,Potash,21.7,Potassium for stress tolerance,Prefer organic alternatives where possible.,9.53,3472.0
2025-02-27,24.3,50.1,31.3,90.9,Flowering,Iron Chelate,6.9,Iron supply to prevent chlorosis,Avoid chemical overuse; combine with compost.,9.68,3105.0
2025-01-21,23.6,72.6,34.6,82.0,Flowering,Iron Chelate,7.9,Iron supply to prevent chlorosis,Ensure soil testing before application.,10.42,3555.0
2025-01-22,31.7,74.0,32.6,82.5,Flowering,Iron Chelate,8.4,Iron supply to prevent chlorosis,Use split application to reduce leaching.,11.01,3780.0
2025-12-23,24.4,50.3,29.2,67.1,Tillering,Urea,37.1,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.6,4452.0
2025-02-11,23.2,27.4,31.3,72.4,Panicle Initiation,Potash,22.8,Potassium for stress tolerance,Avoid chemical overuse; combine with compost.,8.55,3648.0
2025-04-01,33.6,70.9,28.0,80.8,Tillering,Urea,38.7,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,11.33,4644.0
2025-11-24,24.0,41.6,32.6,68.1,Tillering,Biochar,27.5,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,9.36,2750.0
2025-08-21,29.1,40.5,29.5,82.1,Seedling,Calcium Nitrate,18.8,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,9.41,3760.0
2025-06-20,28.8,57.7,26.1,87.6,Harvest,Organic Compost,15.8,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.19,790.0
2025-04-25,24.2,59.0,32.4,70.3,Flowering,MOP,26.9,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,10.03,3497.0
2025-01-21,33.2,32.5,30.9,73.4,Panicle Initiation,Potash,25.2,Potassium for stress tolerance,Use split application to reduce leaching.,9.18,4032.0
2025-04-20,27.0,52.7,32.9,63.6,Harvest,Phosphate Rock,20.0,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,9.67,1800.0
2025-06-05,22.0,67.5,29.4,83.3,Harvest,Phosphate Rock,16.6,Slow-release phosphorus,Use split application to reduce leaching.,10.04,1494.0
2025-03-03,28.1,59.8,34.6,64.2,Panicle Initiation,Urea,18.3,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.14,2196.0
2025-11-05,30.6,65.7,30.6,69.0,Harvest,Organic Compost,12.9,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.18,645.0
2025-08-01,33.2,46.4,34.7,73.7,Tillering,Compost Tea,17.5,Enhances microbial activity,Use split application to reduce leaching.,9.98,1400.0
2025-09-25,28.8,37.6,31.5,93.0,Flowering,Zinc Sulphate,8.8,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,9.58,2640.0
2025-04-25,22.7,53.7,33.2,72.5,Panicle Initiation,Humic Acid,13.1,Soil conditioner and nutrient uptake,Ensure soil testing before application.,9.41,2882.0
2025-05-03,29.1,74.7,32.5,88.6,Harvest,Organic Compost,16.5,Improves soil structure and moisture retention,Use split application to reduce leaching.,11.04,825.0
2025-03-14,25.0,65.7,32.5,62.9,Seedling,Ammonium Sulphate,22.5,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,10.23,3150.0
2025-07-01,30.6,61.3,36.0,82.0,Seedling,Ammonium Sulphate,22.9,Nitrogen and sulphur supply,Use split application to reduce leaching.,10.54,3206.0
2025-02-17,30.7,41.3,33.1,62.2,Flowering,Iron Chelate,7.3,Iron supply to prevent chlorosis,Use split application to reduce leaching.,9.11,3285.0
2025-12-24,22.1,44.6,29.5,92.0,Tillering,MOP,17.4,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.66,2262.0
2025-11-06,33.7,60.5,34.8,82.5,Flowering,Copper Sulphate,7.5,Micronutrient for enzyme activation,Ensure soil testing before application.,10.45,3000.0
2025-03-07,28.8,57.1,32.4,64.5,Harvest,Green Manure,22.7,Nitrogen enrichment from legumes,Ensure soil testing before application.,9.76,681.0
2025-03-27,29.9,43.5,30.0,72.3,Panicle Initiation,Seaweed Extract,9.7,Growth stimulant and micronutrients,Maintain irrigation schedule to avoid fertilizer runoff.,9.27,2425.0
2025-07-19,31.2,43.0,36.0,81.8,Flowering,MOP,25.2,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.9,3276.0
2025-06-06,26.7,75.0,29.5,90.2,Tillering,MOP,17.4,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,10.73,2262.0
2025-02-12,24.9,35.4,28.4,81.0,Tillering,Compost Tea,20.1,Enhances microbial activity,Ensure soil testing before application.,8.91,1608.0
2025-03-08,27.7,28.0,31.8,89.5,Tillering,MOP,21.4,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.32,2782.0
2025-04-19,27.2,46.3,26.2,67.2,Seedling,Calcium Nitrate,17.6,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,9.36,3520.0
2025-09-04,32.3,39.3,29.2,89.5,Seedling,Ammonium Sulphate,18.9,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,9.69,2646.0
2025-07-28,24.3,65.1,36.0,88.0,Harvest,Green Manure,19.0,Nitrogen enrichment from legumes,Ensure soil testing before application.,10.55,570.0
2025-06-16,29.8,35.7,29.6,88.3,Panicle Initiation,Potash,19.1,Potassium for stress tolerance,Prefer organic alternatives where possible.,9.26,3056.0
2025-11-02,25.4,48.5,33.4,63.7,Seedling,Ammonium Sulphate,23.3,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,9.34,3262.0
2025-03-08,29.3,59.2,34.5,70.2,Flowering,MOP,26.6,Potassium for stem and disease resistance,Use split application to reduce leaching.,10.27,3458.0
2025-08-02,28.7,70.0,26.5,90.9,Harvest,Phosphate Rock,20.4,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,10.8,1836.0
2025-11-07,24.4,55.2,31.7,94.4,Flowering,Iron Chelate,8.3,Iron supply to prevent chlorosis,Maintain irrigation schedule to avoid fertilizer runoff.,10.06,3735.0
2025-09-14,29.4,47.9,31.4,69.3,Seedling,Calcium Nitrate,17.3,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,9.36,3460.0
2025-12-13,22.1,69.7,33.9,77.9,Panicle Initiation,Potash,24.7,Potassium for stress tolerance,Ensure soil testing before application.,10.31,3952.0
2025-07-31,31.1,52.3,34.6,72.2,Flowering,Boron,4.5,Micronutrient for flower formation,Ensure soil testing before application.,9.56,2250.0
2025-03-10,25.7,30.3,28.0,76.5,Flowering,Zinc Sulphate,9.0,Improves grain quality and resistance,Ensure soil testing before application.,8.52,2700.0
2025-12-11,23.4,27.7,27.6,62.7,Tillering,Urea,39.9,Nitrogen boost for vegetative growth,Ensure soil testing before application.,8.81,4788.0
2025-06-15,30.8,60.6,28.6,63.6,Tillering,Urea,30.5,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.28,3660.0
2025-09-12,29.0,62.3,33.7,84.8,Harvest,Phosphate Rock,17.1,Slow-release phosphorus,Use split application to reduce leaching.,10.54,1539.0
2025-11-19,27.3,57.2,35.6,82.1,Tillering,Biochar,27.8,Improves soil fertility and carbon retention,Prefer organic alternatives where possible.,10.51,2780.0
2025-12-20,33.4,70.3,32.7,72.6,Seedling,Ammonium Sulphate,21.2,Nitrogen and sulphur supply,Prefer organic alternatives where possible.,10.84,2968.0
2025-08-10,28.0,74.2,28.9,82.0,Seedling,Calcium Nitrate,17.2,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,10.86,3440.0
2025-04-22,30.1,27.7,27.3,86.3,Seedling,Magnesium Sulphate,17.2,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,9.12,3096.0
2025-08-23,23.8,56.4,34.5,65.7,Tillering,Biochar,28.1,Improves soil fertility and carbon retention,Ensure soil testing before application.,10.0,2810.0
2025-11-06,31.4,70.6,28.3,61.9,Flowering,Zinc Sulphate,8.8,Improves grain quality and resistance,Use split application to reduce leaching.,10.03,2640.0
2025-07-13,30.3,28.7,29.1,85.8,Seedling,Magnesium Sulphate,14.0,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,9.19,2520.0
2025-12-08,29.1,71.3,30.1,81.6,Tillering,Biochar,26.7,Improves soil fertility and carbon retention,Ensure soil testing before application.,10.79,2670.0
2025-12-25,31.4,46.0,35.4,89.7,Flowering,Copper Sulphate,7.2,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,9.83,2880.0
2025-07-31,26.6,48.2,26.5,91.1,Flowering,Copper Sulphate,6.7,Micronutrient for enzyme activation,Ensure soil testing before application.,9.35,2680.0
2025-08-12,26.7,41.9,35.4,80.3,Harvest,Green Manure,17.3,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,9.36,519.0
2025-12-30,23.2,47.0,31.7,75.2,Flowering,Copper Sulphate,7.7,Micronutrient for enzyme activation,Ensure soil testing before application.,9.29,3080.0
2025-12-02,32.5,65.7,29.7,67.0,Seedling,DAP,22.5,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,10.37,3375.0
2025-09-02,33.6,64.7,26.4,69.2,Seedling,Ammonium Sulphate,21.7,Nitrogen and sulphur supply,Use split application to reduce leaching.,10.39,3038.0
2025-11-22,30.7,47.3,35.0,91.8,Panicle Initiation,Potash,24.8,Potassium for stress tolerance,Ensure soil testing before application.,10.12,3968.0
2025-07-12,33.1,48.9,28.7,65.0,Tillering,Biochar,22.7,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,9.76,2270.0
2025-02-17,29.0,50.1,29.1,62.9,Harvest,Organic Compost,12.9,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,9.51,645.0
2025-02-12,27.4,36.5,27.5,92.9,Flowering,Copper Sulphate,6.8,Micronutrient for enzyme activation,Use split application to reduce leaching.,9.25,2720.0
2025-03-15,26.0,28.4,27.4,65.6,Panicle Initiation,Humic Acid,15.9,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,8.52,3498.0
2025-04-26,24.0,38.9,30.2,75.2,Flowering,Boron,5.2,Micronutrient for flower formation,Avoid chemical overuse; combine with compost.,8.63,2600.0
2025-06-09,28.7,65.7,31.4,81.1,Harvest,Phosphate Rock,16.3,Slow-release phosphorus,Use split application to reduce leaching.,10.37,1467.0
2025-07-06,33.8,57.4,28.1,93.4,Seedling,Magnesium Sulphate,15.5,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,10.69,2790.0
2025-07-02,28.2,71.6,28.8,93.5,Panicle Initiation,Potash,21.2,Potassium for stress tolerance,Ensure soil testing before application.,10.98,3392.0
2025-11-13,31.8,27.4,26.2,86.1,Seedling,Urea,27.4,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.39,3288.0
2025-03-18,29.6,36.6,29.7,87.1,Flowering,Copper Sulphate,6.2,Micronutrient for enzyme activation,Avoid chemical overuse; combine with compost.,9.02,2480.0
2025-11-09,28.6,69.1,26.1,62.3,Panicle Initiation,Seaweed Extract,9.1,Growth stimulant and micronutrients,Use split application to reduce leaching.,9.99,2275.0
2025-04-26,30.8,71.1,32.1,65.3,Seedling,DAP,21.2,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,10.54,3180.0
2025-09-07,27.6,55.7,29.6,61.4,Flowering,Copper Sulphate,7.0,Micronutrient for enzyme activation,Use split application to reduce leaching.,9.5,2800.0
2025-12-21,28.1,32.9,29.0,72.9,Panicle Initiation,Potash,24.5,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,9.2,3920.0
2025-09-04,27.2,39.7,35.2,87.8,Harvest,Organic Compost,14.9,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,9.63,745.0
2025-01-01,23.2,65.6,29.7,64.3,Harvest,Phosphate Rock,19.1,Slow-release phosphorus,Use split application to reduce leaching.,9.74,1719.0
2025-12-02,32.1,57.1,34.4,66.7,Tillering,Organic Compost,26.6,Improves soil structure and moisture retention,Ensure soil testing before application.,10.3,1330.0
2025-02-23,30.5,45.2,31.6,80.7,Harvest,Phosphate Rock,17.9,Slow-release phosphorus,Use split application to reduce leaching.,9.91,1611.0
2025-05-27,33.0,66.4,30.1,63.3,Flowering,Zinc Sulphate,9.0,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,10.21,2700.0
2025-04-08,32.6,60.0,26.7,91.6,Panicle Initiation,DAP,23.9,Phosphorus for root development,Prefer organic alternatives where possible.,10.75,3585.0
2025-10-23,23.2,26.8,29.6,63.8,Tillering,Urea,36.1,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,8.52,4332.0
2025-09-02,32.2,39.9,26.6,87.4,Harvest,Organic Compost,17.1,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,9.47,855.0
2025-01-03,22.3,58.8,26.7,66.5,Tillering,Biochar,26.6,Improves soil fertility and carbon retention,Use split application to reduce leaching.,9.52,2660.0
2025-07-02,32.4,60.2,34.2,86.6,Tillering,Compost Tea,18.4,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,10.74,1472.0
2025-02-01,28.4,47.2,33.0,68.4,Flowering,Zinc Sulphate,9.1,Improves grain quality and resistance,Use split application to reduce leaching.,9.39,2730.0
2025-11-02,25.3,31.3,27.1,84.6,Seedling,Ammonium Sulphate,25.0,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.09,3500.0
2025-08-09,31.8,57.8,30.2,79.2,Panicle Initiation,Seaweed Extract,9.6,Growth stimulant and micronutrients,Maintain irrigation schedule to avoid fertilizer runoff.,10.03,2400.0
2025-06-11,27.8,74.2,26.4,79.8,Seedling,Magnesium Sulphate,16.0,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,10.73,2880.0
2025-12-02,28.2,53.2,35.9,66.3,Tillering,Compost Tea,22.6,Enhances microbial activity,Avoid chemical overuse; combine with compost.,10.0,1808.0
2025-11-07,29.6,41.9,30.0,67.1,Panicle Initiation,Potash,20.7,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,9.32,3312.0
2025-11-06,29.9,34.8,29.8,76.2,Panicle Initiation,Seaweed Extract,8.6,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,8.79,2150.0
2025-05-27,31.8,62.4,30.0,66.2,Tillering,Organic Compost,27.8,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,10.32,1390.0
2025-06-16,28.6,56.5,30.8,62.8,Flowering,Zinc Sulphate,10.3,Improves grain quality and resistance,Use split application to reduce leaching.,9.67,3090.0
2025-03-08,30.6,31.6,27.4,78.2,Flowering,Copper Sulphate,8.0,Micronutrient for enzyme activation,Avoid chemical overuse; combine with compost.,8.79,3200.0
2025-03-08,23.4,27.5,31.3,65.5,Panicle Initiation,Seaweed Extract,8.6,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,8.09,2150.0
2025-02-20,23.3,30.7,32.6,79.1,Harvest,Green Manure,17.9,Nitrogen enrichment from legumes,Avoid chemical overuse; combine with compost.,8.92,537.0
2025-11-01,22.8,38.7,29.7,67.2,Seedling,Magnesium Sulphate,13.8,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,8.53,2484.0
2025-10-27,23.3,67.6,31.2,61.0,Flowering,Zinc Sulphate,9.8,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,9.92,2940.0
2025-02-19,25.4,34.0,27.8,68.1,Harvest,Organic Compost,14.8,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,8.5,740.0
2025-09-24,26.2,33.7,28.2,87.6,Panicle Initiation,Seaweed Extract,11.1,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,9.07,2775.0
2025-04-05,26.8,36.4,27.5,78.1,Tillering,MOP,17.8,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,8.88,2314.0
2025-06-27,26.3,61.7,35.6,71.6,Panicle Initiation,Potash,21.7,Potassium for stress tolerance,Avoid chemical overuse; combine with compost.,10.07,3472.0
2025-07-17,30.3,33.8,32.9,65.9,Tillering,Biochar,26.0,Improves soil fertility and carbon retention,Ensure soil testing before application.,9.04,2600.0
2025-07-11,27.8,42.5,36.0,94.5,Harvest,Green Manure,19.9,Nitrogen enrichment from legumes,Ensure soil testing before application.,10.08,597.0
2025-05-27,30.8,62.8,29.9,69.6,Panicle Initiation,Humic Acid,14.7,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,10.07,3234.0
2025-10-13,29.6,33.7,32.7,73.5,Tillering,Organic Compost,26.6,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,9.36,1330.0
2025-07-15,27.8,61.7,33.5,62.6,Tillering,Urea,30.6,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,10.22,3672.0
2025-08-26,30.3,44.7,34.9,80.6,Panicle Initiation,Humic Acid,13.2,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,9.68,2904.0
2025-04-29,30.8,38.1,26.8,88.9,Flowering,Copper Sulphate,6.2,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,9.22,2480.0
2025-11-18,27.0,64.9,31.9,69.1,Panicle Initiation,Potash,21.7,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,10.12,3472.0
2025-02-04,30.9,39.8,27.7,87.1,Panicle Initiation,Potash,25.1,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,9.52,4016.0
2025-11-06,29.3,69.1,28.9,64.0,Harvest,Organic Compost,16.6,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,10.33,830.0
2025-06-04,22.4,49.1,28.5,72.9,Tillering,Urea,39.7,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.85,4764.0
2025-12-23,33.0,26.9,27.6,60.2,Tillering,Organic Compost,27.8,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,8.82,1390.0
2025-01-20,33.1,32.8,29.6,83.8,Tillering,Organic Compost,29.2,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.65,1460.0
2025-09-23,23.2,29.0,32.1,75.9,Seedling,Magnesium Sulphate,15.4,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,8.44,2772.0
2025-12-15,32.2,63.8,26.2,90.8,Harvest,Phosphate Rock,16.5,Slow-release phosphorus,Ensure soil testing before application.,10.73,1485.0
2025-04-29,31.8,68.3,31.4,92.5,Harvest,Organic Compost,14.5,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.92,725.0
2025-12-19,23.8,67.6,31.6,67.3,Tillering,Compost Tea,22.8,Enhances microbial activity,Avoid chemical overuse; combine with compost.,9.98,1824.0
2025-06-08,23.7,29.1,35.8,70.3,Tillering,MOP,17.7,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,8.78,2301.0
2025-02-10,22.7,51.0,31.6,69.9,Panicle Initiation,DAP,23.4,Phosphorus for root development,Prefer organic alternatives where possible.,9.6,3510.0
2025-07-21,33.8,39.6,27.8,80.1,Panicle Initiation,Potash,20.4,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,9.78,3264.0
2025-07-20,26.9,69.4,35.2,94.2,Harvest,Phosphate Rock,19.4,Slow-release phosphorus,Avoid chemical overuse; combine with compost.,10.92,1746.0
2025-04-29,30.9,56.7,35.5,79.4,Harvest,Phosphate Rock,17.2,Slow-release phosphorus,Ensure soil testing before application.,10.21,1548.0
2025-01-01,34.0,31.8,28.1,85.4,Flowering,MOP,23.9,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,9.6,3107.0
2025-02-15,25.8,53.5,29.5,79.6,Tillering,MOP,22.7,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.93,2951.0
2025-03-23,25.2,41.0,29.3,78.9,Panicle Initiation,Urea,18.1,Nitrogen boost for vegetative growth,Ensure soil testing before application.,9.39,2172.0
2025-03-18,31.4,43.7,32.5,92.4,Panicle Initiation,Potash,21.3,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,10.15,3408.0
2025-07-11,28.2,71.7,30.7,73.1,Seedling,Urea,22.6,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,10.5,2712.0
2025-09-12,33.3,62.2,30.8,71.5,Flowering,MOP,24.1,Potassium for stem and disease resistance,Ensure soil testing before application.,10.49,3133.0
2025-01-19,33.2,55.9,29.8,78.0,Panicle Initiation,Potash,22.4,Potassium for stress tolerance,Avoid chemical overuse; combine with compost.,10.45,3584.0
2025-09-08,22.7,52.0,31.4,84.8,Harvest,Organic Compost,15.7,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,9.54,785.0
2025-04-23,31.2,69.1,30.5,61.0,Flowering,Copper Sulphate,6.6,Micronutrient for enzyme activation,Use split application to reduce leaching.,9.91,2640.0
2025-09-06,23.4,70.8,33.6,75.6,Panicle Initiation,Urea,22.4,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,10.35,2688.0
2025-11-22,31.1,26.5,32.7,68.4,Panicle Initiation,Urea,17.5,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,8.77,2100.0
2025-02-03,25.6,72.4,35.3,85.4,Panicle Initiation,Seaweed Extract,8.8,Growth stimulant and micronutrients,Use split application to reduce leaching.,10.66,2200.0
2025-05-29,22.5,29.8,27.7,84.3,Panicle Initiation,Urea,22.2,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,8.69,2664.0
2025-09-26,33.5,26.1,30.0,93.7,Panicle Initiation,DAP,23.2,Phosphorus for root development,Prefer organic alternatives where possible.,9.55,3480.0
2025-10-29,25.2,28.1,28.7,92.5,Panicle Initiation,DAP,24.2,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,9.14,3630.0
2025-12-18,31.4,74.2,29.6,81.8,Panicle Initiation,Humic Acid,16.6,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,10.78,3652.0
2025-06-19,25.1,68.3,33.1,72.6,Harvest,Green Manure,18.4,Nitrogen enrichment from legumes,Prefer organic alternatives where possible.,10.21,552.0
2025-12-07,22.4,29.8,26.6,62.3,Tillering,Compost Tea,20.6,Enhances microbial activity,Use split application to reduce leaching.,8.07,1648.0
2025-12-11,27.1,67.4,27.9,93.7,Seedling,DAP,18.5,Phosphorus for root development,Avoid chemical overuse; combine with compost.,10.58,2775.0
2025-05-06,32.5,73.0,30.7,79.5,Harvest,Organic Compost,12.9,Improves soil structure and moisture retention,Ensure soil testing before application.,10.78,645.0
2025-05-10,33.5,38.1,33.0,74.8,Panicle Initiation,Urea,19.1,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.64,2292.0
2025-10-19,24.4,38.3,29.2,90.7,Panicle Initiation,Humic Acid,14.7,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,9.25,3234.0
2025-07-28,29.5,41.6,28.9,81.9,Flowering,Boron,4.9,Micronutrient for flower formation,Prefer organic alternatives where possible.,9.28,2450.0
2025-05-03,25.5,70.5,30.9,66.3,Flowering,Boron,4.9,Micronutrient for flower formation,Prefer organic alternatives where possible.,9.97,2450.0
2025-10-07,31.7,55.1,26.8,89.3,Harvest,Organic Compost,12.9,Improves soil structure and moisture retention,Use split application to reduce leaching.,10.17,645.0
2025-04-19,28.3,34.4,34.6,74.5,Seedling,Magnesium Sulphate,14.9,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,9.31,2682.0
2025-06-14,26.4,52.1,35.3,70.8,Tillering,Organic Compost,30.2,Improves soil structure and moisture retention,Ensure soil testing before application.,9.82,1510.0
2025-09-12,26.1,37.2,28.9,63.9,Flowering,MOP,28.7,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.08,3731.0
2025-02-23,32.3,51.8,29.6,74.7,Flowering,Boron,5.2,Micronutrient for flower formation,Use split application to reduce leaching.,9.53,2600.0
2025-06-10,24.7,56.7,31.9,69.8,Tillering,Organic Compost,30.8,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,9.87,1540.0
2025-11-06,30.1,57.3,26.6,84.7,Flowering,MOP,24.3,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,10.45,3159.0
2025-04-04,25.1,28.0,26.8,61.2,Harvest,Green Manure,18.6,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,8.43,558.0
2025-07-19,29.3,46.7,33.0,90.4,Harvest,Organic Compost,17.2,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.14,860.0
2025-10-03,31.1,51.4,30.1,74.6,Panicle Initiation,Potash,20.2,Potassium for stress tolerance,Use split application to reduce leaching.,9.74,3232.0
2025-09-11,23.9,57.5,28.7,88.8,Panicle Initiation,Potash,21.3,Potassium for stress tolerance,Use split application to reduce leaching.,10.03,3408.0
2025-10-18,31.2,67.5,33.2,94.5,Flowering,Copper Sulphate,6.0,Micronutrient for enzyme activation,Ensure soil testing before application.,10.75,2400.0
2025-11-16,23.0,56.8,33.2,88.3,Panicle Initiation,Humic Acid,17.0,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,10.09,3740.0
2025-08-28,28.7,69.5,28.2,90.4,Panicle Initiation,Seaweed Extract,9.5,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,10.51,2375.0
2025-12-19,24.1,75.0,28.5,60.3,Seedling,DAP,20.8,Phosphorus for root development,Use split application to reduce leaching.,10.33,3120.0
2025-03-11,23.0,28.6,29.3,63.4,Flowering,Zinc Sulphate,9.5,Improves grain quality and resistance,Prefer organic alternatives where possible.,8.26,2850.0
2025-01-05,29.9,53.8,30.7,63.0,Tillering,Biochar,24.2,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,9.91,2420.0
2025-10-24,27.1,66.5,35.5,85.9,Panicle Initiation,DAP,22.2,Phosphorus for root development,Use split application to reduce leaching.,10.55,3330.0
